datetime,open,high,low,close,volume
2023-05-16 20:30:00,111.05,114.7899,111.05,113.4,71472908.0
2023-05-17 20:30:00,114.89,115.83,114.22,115.5,65655177.0
2023-05-18 20:30:00,116.69,118.6,116.335,118.15,73174087.0
2023-05-19 20:30:00,118.16,118.31,115.7,116.25,55056307.0
2023-05-22 20:30:00,116.77,116.77,114.25,115.01,70741123.0
2023-05-23 20:30:00,114.27,117.14,113.78,114.99,67576262.0
2023-05-24 20:30:00,115.35,117.34,115.02,116.75,63487938.0
2023-05-25 20:30:00,116.63,116.87,114.31,115.0,66496681.0
2023-05-26 20:30:00,116.04,121.5,116.02,120.11,96779889.0
2023-05-30 20:30:00,122.37,122.92,119.855,121.66,64314808.0
2023-05-31 20:30:00,121.45,122.04,119.17,120.58,72800787.0
2023-06-01 20:30:00,120.69,123.49,119.93,122.77,54375131.0
2023-06-02 20:30:00,124.92,126.39,124.015,124.25,61264414.0
2023-06-05 20:30:00,123.36,125.8,123.03,125.3,47950128.0
2023-06-06 20:30:00,125.07,127.4,125.0,126.61,45695212.0
2023-06-07 20:30:00,127.01,127.365,120.63,121.23,95663275.0
2023-06-08 20:30:00,123.01,125.625,122.2579,124.25,62159270.0
2023-06-09 20:30:00,124.08,125.8,123.19,123.43,51396018.0
2023-06-12 20:30:00,124.02,126.78,123.53,126.57,51473376.0
2023-06-13 20:30:00,128.12,128.41,125.18,126.66,50564785.0
2023-06-14 20:30:00,126.7,126.95,124.12,126.42,52422463.0
2023-06-15 20:30:00,125.21,127.69,124.32,127.11,60458471.0
2023-06-16 20:30:00,127.71,127.9,125.3,125.49,84247104.0
2023-06-20 20:30:00,124.97,127.25,124.5,125.78,56930122.0
2023-06-21 20:30:00,125.64,126.73,123.85,124.83,52137670.0
2023-06-22 20:30:00,125.31,130.33,125.14,130.15,90354572.0
2023-06-23 20:30:00,129.11,130.84,128.28,129.33,71927776.0
2023-06-26 20:30:00,129.33,131.49,127.1,127.33,59989317.0
2023-06-27 20:30:00,128.63,130.085,127.55,129.18,46801008.0
2023-06-28 20:30:00,128.94,131.48,128.44,129.04,52149512.0
2023-06-29 20:30:00,128.77,129.26,127.255,127.9,40760959.0
2023-06-30 20:30:00,129.47,131.245,128.95,130.36,54350684.0
2023-07-03 20:30:00,130.82,131.85,130.065,130.22,28264785.0
2023-07-05 20:30:00,130.24,131.4,129.64,130.38,35895409.0
2023-07-06 20:30:00,128.25,128.73,127.37,128.36,40697848.0
2023-07-07 20:30:00,128.59,130.97,128.1294,129.78,41992251.0
2023-07-10 20:30:00,129.07,129.28,125.915,127.13,61889289.0
2023-07-11 20:30:00,127.75,129.77,127.35,128.78,49951460.0
2023-07-12 20:30:00,130.31,131.26,128.83,130.8,54022847.0
2023-07-13 20:30:00,134.04,134.67,132.71,134.3,61170883.0
2023-07-14 20:30:00,134.06,136.65,134.06,134.68,54487090.0
2023-07-17 20:30:00,134.56,135.62,133.21,133.56,48450198.0
2023-07-18 20:30:00,132.71,133.86,131.355,132.83,54969133.0
2023-07-19 20:30:00,133.39,135.99,132.53,135.36,54531037.0
2023-07-20 20:30:00,134.07,134.7915,129.33,129.96,59820579.0
2023-07-21 20:30:00,131.34,131.37,128.415,130.0,133307294.0
2023-07-24 20:30:00,130.305,131.66,128.35,128.8,45671535.0
2023-07-25 20:30:00,129.31,129.58,128.53,129.13,39236663.0
2023-07-26 20:30:00,126.51,129.08,126.11,128.15,53910087.0
2023-07-27 20:30:00,131.0,132.63,127.79,128.25,52610661.0
2023-07-28 20:30:00,129.69,133.01,129.33,132.21,46317381.0
2023-07-31 20:30:00,133.2,133.87,132.38,133.68,41901516.0
2023-08-01 20:30:00,133.55,133.69,131.6199,131.69,42298925.0
2023-08-02 20:30:00,130.154,130.23,126.82,128.21,51027614.0
2023-08-03 20:30:00,127.48,129.84,126.41,128.91,91163736.0
2023-08-04 20:30:00,141.06,143.63,139.32,139.57,153128470.0
2023-08-07 20:30:00,140.99,142.54,138.95,142.22,71213112.0
2023-08-08 20:30:00,140.62,140.84,138.42,139.94,51710497.0
2023-08-09 20:30:00,139.97,140.32,137.1,137.85,50017349.0
2023-08-10 20:30:00,139.075,140.41,137.49,138.56,58928402.0
2023-08-11 20:30:00,137.4,139.33,137.0,138.41,42905833.0
2023-08-14 20:30:00,138.3,140.59,137.75,140.57,47148699.0
2023-08-15 20:30:00,140.05,141.2778,137.23,137.67,42781521.0
2023-08-16 20:30:00,137.19,137.27,135.01,135.07,41675903.0
2023-08-17 20:30:00,135.46,136.085,133.53,133.98,48354085.0
2023-08-18 20:30:00,131.62,134.065,131.15,133.22,48497698.0
2023-08-21 20:30:00,133.74,135.185,132.71,134.68,41442483.0
2023-08-22 20:30:00,135.08,135.65,133.73,134.25,32935104.0
2023-08-23 20:30:00,134.5,135.95,133.22,135.52,42801043.0
2023-08-24 20:30:00,136.4,136.775,131.83,131.84,43646250.0
2023-08-25 20:30:00,132.47,133.87,130.58,133.26,44147451.0
2023-08-28 20:30:00,133.78,133.95,131.85,133.14,34108410.0
2023-08-29 20:30:00,133.38,135.14,133.25,134.91,38646093.0
2023-08-30 20:30:00,134.93,135.68,133.92,135.07,36137015.0
2023-08-31 20:30:00,135.06,138.7885,135.0,138.01,58781314.0
2023-09-01 20:30:00,139.455,139.96,136.875,138.12,40991536.0
2023-09-05 20:30:00,137.73,137.8,135.82,137.27,40636738.0
2023-09-06 20:30:00,136.32,137.45,134.61,135.36,41785507.0
2023-09-07 20:30:00,133.9,138.03,133.16,137.85,48498912.0
2023-09-08 20:30:00,136.86,138.8519,136.75,138.23,38365929.0
2023-09-11 20:30:00,138.75,143.62,138.64,143.1,56764525.0
2023-09-12 20:30:00,142.32,143.0,140.61,141.23,42668452.0
2023-09-13 20:30:00,140.95,144.98,140.865,144.85,60465175.0
2023-09-14 20:30:00,145.08,145.86,142.95,144.72,64033607.0
2023-09-15 20:30:00,142.69,143.57,140.09,140.39,102909327.0
2023-09-18 20:30:00,140.48,141.75,139.22,139.98,42823480.0
2023-09-19 20:30:00,138.7,138.84,135.56,137.63,61482470.0
2023-09-20 20:30:00,138.55,139.37,135.2,135.29,46263716.0
2023-09-21 20:30:00,131.94,132.24,129.31,129.33,70343342.0
2023-09-22 20:30:00,131.11,132.03,128.52,129.12,59904348.0
2023-09-25 20:30:00,129.36,131.78,128.77,131.27,46017825.0
2023-09-26 20:30:00,130.12,130.39,125.28,125.98,73048207.0
2023-09-27 20:30:00,125.76,127.48,124.13,125.98,66553449.0
2023-09-28 20:30:00,124.04,126.5801,123.04,125.98,54554968.0
2023-09-29 20:30:00,128.2,129.15,126.32,127.12,62411730.0
2023-10-02 20:30:00,127.28,130.47,126.54,129.46,48029744.0
2023-10-03 20:30:00,128.06,128.52,124.2544,124.72,51564991.0
2023-10-04 20:30:00,126.06,127.36,125.68,127.0,44203870.0
2023-10-05 20:30:00,126.71,126.73,124.33,125.96,39660643.0
2023-10-06 20:30:00,124.16,128.45,124.13,127.96,46836698.0
2023-10-09 20:30:00,126.22,128.79,124.76,128.26,38773738.0
2023-10-10 20:30:00,128.82,130.74,128.05,129.48,42178619.0
2023-10-11 20:30:00,129.74,132.05,129.61,131.83,40741842.0
2023-10-12 20:30:00,132.17,134.48,131.23,132.33,55528581.0
2023-10-13 20:30:00,132.98,133.3145,128.95,129.79,45824685.0
2023-10-16 20:30:00,130.69,133.07,130.425,132.55,42832918.0
2023-10-17 20:30:00,130.39,132.58,128.71,131.47,49344550.0
2023-10-18 20:30:00,129.9,130.6699,127.51,128.13,42699479.0
2023-10-19 20:30:00,130.565,132.24,127.47,128.4,60961355.0
2023-10-20 20:30:00,128.05,128.17,124.97,125.17,56406410.0
2023-10-23 20:30:00,124.63,127.88,123.98,126.56,48259953.0
2023-10-24 20:30:00,127.74,128.8,126.34,128.56,46477355.0
2023-10-25 20:30:00,126.04,126.34,120.79,121.39,74577544.0
2023-10-26 20:30:00,120.63,121.6393,118.35,119.57,100419516.0
2023-10-27 20:30:00,126.2,130.02,125.52,127.74,125309313.0
2023-10-30 20:30:00,129.72,133.0,128.56,132.71,72485542.0
2023-10-31 20:30:00,132.75,133.57,131.71,133.09,51589380.0
2023-11-01 20:30:00,133.96,137.35,133.71,137.0,61529409.0
2023-11-02 20:30:00,138.73,138.81,136.47,138.07,52236693.0
2023-11-03 20:30:00,138.99,139.49,137.45,138.6,44059805.0
2023-11-06 21:30:00,138.76,140.73,138.36,139.74,44970417.0
2023-11-07 21:30:00,140.55,143.37,140.5,142.71,53553537.0
2023-11-08 21:30:00,142.97,143.12,141.2183,142.08,44521658.0
2023-11-09 21:30:00,142.02,142.65,139.84,140.6,36235367.0
2023-11-10 21:30:00,140.46,143.65,139.91,143.56,49349937.0
2023-11-13 21:30:00,142.08,143.23,140.67,142.59,35680570.0
2023-11-14 21:30:00,145.0,147.26,144.68,145.8,56674551.0
2023-11-15 21:30:00,147.06,147.29,142.59,143.2,63875720.0
2023-11-16 21:30:00,140.91,143.32,139.52,142.83,49653512.0
2023-11-17 21:30:00,142.66,145.23,142.545,145.18,49678437.0
2023-11-20 21:30:00,145.13,146.63,144.725,146.13,41978766.0
2023-11-21 21:30:00,143.91,144.05,141.5,143.9,71225992.0
2023-11-22 21:30:00,144.57,147.74,144.57,146.71,45700002.0
2023-11-24 21:30:00,146.7,147.2,145.32,146.74,22378379.0
2023-11-27 21:30:00,147.53,149.26,146.88,147.73,53762428.0
2023-11-28 21:30:00,146.98,147.5999,145.53,147.03,42711682.0
2023-11-29 21:30:00,147.85,148.54,145.97,146.32,40610907.0
2023-11-30 21:30:00,144.76,146.93,144.332,146.09,65814022.0
2023-12-01 21:30:00,146.0,147.245,145.55,147.03,39951833.0
2023-12-04 21:30:00,145.25,145.35,142.81,144.84,48294244.0
2023-12-05 21:30:00,143.55,148.57,143.13,146.88,46822411.0
2023-12-06 21:30:00,147.58,147.85,144.28,144.52,39678960.0
2023-12-07 21:30:00,146.15,147.92,145.34,146.88,52352830.0
2023-12-08 21:30:00,145.48,147.84,145.4,147.42,41905965.0
2023-12-11 21:30:00,145.66,146.19,143.64,145.89,50907288.0
2023-12-12 21:30:00,145.52,147.5,145.3,147.48,44944264.0
2023-12-13 21:30:00,148.12,149.46,146.82,148.84,52766196.0
2023-12-14 21:30:00,149.93,150.54,145.52,147.42,58400848.0
2023-12-15 21:30:00,148.38,150.57,147.88,149.97,110089342.0
2023-12-18 21:30:00,150.56,154.855,150.05,154.07,62512828.0
2023-12-19 21:30:00,154.4,155.12,152.69,153.79,43171292.0
2023-12-20 21:30:00,152.9,155.63,151.56,152.12,50322106.0
2023-12-21 21:30:00,153.3,153.97,152.1,153.84,36305733.0
2023-12-22 21:30:00,153.77,154.35,152.71,153.42,29514093.0
2023-12-26 21:30:00,153.56,153.975,153.03,153.41,25067222.0
2023-12-27 21:30:00,153.56,154.78,153.12,153.34,31434733.0
2023-12-28 21:30:00,153.72,154.08,152.95,153.38,27057002.0
2023-12-29 21:30:00,153.1,153.89,151.03,151.94,39823204.0
2024-01-02 21:30:00,151.54,152.38,148.39,149.93,47339424.0
2024-01-03 21:30:00,149.2,151.05,148.33,148.47,49425495.0
2024-01-04 21:30:00,145.59,147.38,144.05,144.57,56039807.0
2024-01-05 21:30:00,144.69,146.59,144.53,145.24,45153147.0
2024-01-08 21:30:00,146.74,149.4,146.15,149.1,46757053.0
2024-01-09 21:30:00,148.33,151.71,148.21,151.37,43812567.0
2024-01-10 21:30:00,152.06,154.42,151.881,153.73,44421830.0
2024-01-11 21:30:00,155.04,157.17,153.12,155.18,49072691.0
2024-01-12 21:30:00,155.39,156.2,154.01,154.62,40484155.0
2024-01-16 21:30:00,153.53,154.99,152.15,153.16,41384636.0
2024-01-17 21:30:00,151.49,152.15,149.91,151.71,34953363.0
2024-01-18 21:30:00,152.77,153.775,151.82,153.5,37850245.0
2024-01-19 21:30:00,153.83,155.76,152.74,155.34,51651628.0
2024-01-22 21:30:00,156.89,157.05,153.9,154.78,43687468.0
2024-01-23 21:30:00,154.85,156.21,153.93,156.02,37986039.0
2024-01-24 21:30:00,157.8,158.51,156.48,156.87,48547315.0
2024-01-25 21:30:00,156.95,158.505,154.5501,157.75,43638592.0
2024-01-26 21:30:00,158.42,160.72,157.91,159.12,51047353.0
2024-01-29 21:30:00,159.34,161.29,158.9,161.26,45270385.0
2024-01-30 21:30:00,160.7,161.73,158.49,159.0,45207430.0
2024-01-31 21:30:00,157.0,159.01,154.81,155.2,50284371.0
2024-02-01 21:30:00,155.87,159.76,155.62,159.28,76542419.0
2024-02-02 21:30:00,169.19,172.5,167.33,171.81,117218313.0
2024-02-05 21:30:00,170.2,170.55,167.7,170.31,55081297.0
2024-02-06 21:30:00,169.39,170.71,167.65,169.15,42505518.0
2024-02-07 21:30:00,169.48,170.88,168.94,170.53,47174060.0
2024-02-08 21:30:00,169.65,171.43,168.88,169.84,42316454.0
2024-02-09 21:30:00,170.9,175.0,170.5803,174.45,56985986.0
2024-02-12 21:30:00,174.8,175.39,171.54,172.34,51050440.0
2024-02-13 21:30:00,167.73,170.95,165.75,168.64,56345122.0
2024-02-14 21:30:00,169.21,171.21,168.28,170.98,42815544.0
2024-02-15 21:30:00,170.58,171.17,167.59,169.8,49855196.0
2024-02-16 21:30:00,168.74,170.42,167.17,169.51,48107744.0
2024-02-20 21:30:00,167.83,168.71,165.74,167.08,41980326.0
2024-02-21 21:30:00,168.94,170.23,167.14,168.59,44575623.0
2024-02-22 21:30:00,173.1,174.8,171.77,174.58,55392354.0
2024-02-23 21:30:00,174.28,175.75,173.7,174.99,59715243.0
2024-02-26 21:30:00,175.7,176.37,174.26,174.73,44368614.0
2024-02-27 21:30:00,174.075,174.62,172.86,173.54,31141732.0
2024-02-28 21:30:00,172.44,174.05,172.27,173.16,28180482.0
2024-02-29 21:30:00,173.01,177.22,172.85,176.76,53805359.0
2024-03-01 21:30:00,176.75,178.725,176.07,178.22,31981152.0
2024-03-04 21:30:00,177.53,180.14,177.49,177.58,37381520.0
2024-03-05 21:30:00,176.93,176.93,173.303,174.12,37228343.0
2024-03-06 21:30:00,175.54,176.46,173.26,173.51,32090926.0
2024-03-07 21:30:00,174.83,177.99,173.72,176.82,34063283.0
2024-03-08 21:30:00,176.44,178.785,174.33,175.35,37893242.0
2024-03-11 20:30:00,174.31,174.47,171.47,171.96,28484777.0
2024-03-12 20:30:00,173.5,176.76,171.98,175.39,36610604.0
2024-03-13 20:30:00,175.9,177.62,175.55,176.555,30772600.0
2024-03-14 20:30:00,177.69,179.53,176.465,178.75,43705840.0
2024-03-15 20:30:00,176.64,177.93,173.9,174.42,72147390.0
2024-03-18 20:30:00,175.8,176.69,174.28,174.48,31250688.0
2024-03-19 20:30:00,174.215,176.09,173.52,175.9,26880893.0
2024-03-20 20:30:00,176.14,178.53,174.64,178.15,29947150.0
2024-03-21 20:30:00,179.988,181.415,178.15,178.15,32824320.0
2024-03-22 20:30:00,177.752,179.255,176.75,178.87,27995378.0
2024-03-25 20:30:00,178.01,180.99,177.24,179.71,29815464.0
2024-03-26 20:30:00,180.15,180.45,177.95,178.3,29658982.0
2024-03-27 20:30:00,179.88,180.0,177.3099,179.83,33272551.0
2024-03-28 20:30:00,180.17,181.7,179.26,180.38,38051588.0
2024-04-01 20:30:00,180.79,183.0,179.95,180.97,29174521.0
2024-04-02 20:30:00,179.07,180.79,178.3762,180.69,32611546.0
2024-04-03 20:30:00,179.9,182.87,179.8,182.41,31046638.0
2024-04-04 20:30:00,184.0,185.1,180.0,180.0,41624261.0
2024-04-05 20:30:00,182.38,186.27,181.97,185.07,42373992.0
2024-04-08 20:30:00,186.9,187.29,184.81,185.19,39221282.0
2024-04-09 20:30:00,187.24,187.34,184.2,185.67,36546946.0
2024-04-10 20:30:00,182.765,186.2699,182.67,185.95,35879151.0
2024-04-11 20:30:00,186.74,189.77,185.51,189.05,40020742.0
2024-04-12 20:30:00,187.72,188.38,185.08,186.13,38608849.0
2024-04-15 20:30:00,187.425,188.69,183.0,183.62,48052395.0
2024-04-16 20:30:00,183.27,184.83,182.26,183.32,32891265.0
2024-04-17 20:30:00,184.31,184.57,179.82,181.28,31359673.0
2024-04-18 20:30:00,181.47,182.39,178.65,179.22,30723793.0
2024-04-19 20:30:00,178.74,179.0,173.44,174.63,56000729.0
2024-04-22 20:30:00,176.94,178.87,174.56,177.23,37924890.0
2024-04-23 20:30:00,178.08,179.93,175.975,179.54,37046519.0
2024-04-24 20:30:00,179.94,180.323,176.18,176.59,34185109.0
2024-04-25 20:30:00,169.68,173.92,166.32,173.67,49249390.0
2024-04-26 20:30:00,177.795,180.82,176.13,179.62,43919765.0
2024-04-29 20:30:00,182.75,183.53,179.39,180.96,54063937.0
2024-04-30 20:30:00,181.09,182.99,174.8,175.0,94639786.0
2024-05-01 20:30:00,181.635,185.15,176.56,179.0,94645148.0
2024-05-02 20:30:00,180.85,185.1,179.91,184.72,54303510.0
2024-05-03 20:30:00,186.99,187.87,185.42,186.21,39172004.0
2024-05-06 20:30:00,186.28,188.745,184.8,188.7,34725295.0
2024-05-07 20:30:00,188.92,189.94,187.305,188.76,34048902.0
2024-05-08 20:30:00,187.44,188.43,186.385,188.0,26136350.0
2024-05-09 20:30:00,188.88,191.7,187.44,189.5,43368377.0
2024-05-10 20:30:00,189.16,189.892,186.93,187.48,34141771.0
2024-05-13 20:30:00,188.0,188.31,185.36,186.57,24898613.0
2024-05-14 20:30:00,183.82,187.72,183.45,187.07,38698155.0
2024-05-15 20:30:00,185.97,186.7193,182.73,185.99,75459927.0
2024-05-16 20:30:00,185.6,187.31,183.46,183.63,38834450.0
2024-05-17 20:30:00,183.76,185.3,183.35,184.7,33175655.0
2024-05-20 20:30:00,184.34,186.665,183.28,183.54,30511768.0
2024-05-21 20:30:00,182.3,183.26,180.75,183.15,50839129.0
2024-05-22 20:30:00,183.88,185.22,181.9715,183.13,28148784.0
2024-05-23 20:30:00,183.66,184.76,180.08,181.05,33670173.0
2024-05-24 20:30:00,181.65,182.435,180.3,180.75,27471640.0
2024-05-28 20:30:00,179.93,182.24,179.49,182.15,29926963.0
2024-05-29 20:30:00,181.7,184.08,181.55,182.02,32009294.0
2024-05-30 20:30:00,181.31,181.34,178.355,179.32,29249229.0
2024-05-31 20:30:00,178.3,179.21,173.87,176.44,58903939.0
2024-06-03 20:30:00,177.7,178.7,175.92,178.34,30786640.0
2024-06-04 20:30:00,177.64,179.82,176.44,179.34,27198388.0
2024-06-05 20:30:00,180.1,181.5,178.75,181.28,32116394.0
2024-06-06 20:30:00,181.745,185.0,181.49,185.0,31371151.0
2024-06-07 20:30:00,184.9,186.2888,183.36,184.3,28021473.0
2024-06-10 20:30:00,184.07,187.23,183.79,187.06,34494498.0
2024-06-11 20:30:00,187.06,187.77,184.5373,187.23,27265108.0
2024-06-12 20:30:00,188.015,188.35,185.43,186.89,33984216.0
2024-06-13 20:30:00,186.09,187.67,182.666,183.83,39721545.0
2024-06-14 20:30:00,183.08,183.72,182.23,183.66,25456410.0
2024-06-17 20:30:00,182.52,185.0,181.22,184.06,35601907.0
2024-06-18 20:30:00,183.735,184.29,181.43,182.81,36659157.0
2024-06-20 20:30:00,182.91,186.51,182.72,186.1,44726779.0
2024-06-21 20:30:00,187.8,189.275,185.86,189.08,72931754.0
2024-06-24 20:30:00,189.33,191.0,185.33,185.57,50610379.0
2024-06-25 20:30:00,186.81,188.84,185.42,186.34,45898475.0
2024-06-26 20:30:00,186.92,194.8,186.26,193.61,65103893.0
2024-06-27 20:30:00,195.005,199.84,194.2,197.85,74397491.0
2024-06-28 20:30:00,197.73,198.85,192.5,193.25,76930192.0
2024-07-01 20:30:00,193.49,198.2957,192.82,197.2,41192011.0
2024-07-02 20:30:00,197.28,200.43,195.93,200.0,45600013.0
2024-07-03 20:30:00,199.94,200.029,196.7601,197.59,31597926.0
2024-07-05 20:30:00,198.65,200.55,198.17,200.0,39858885.0
2024-07-08 20:30:00,200.04,201.2,197.96,199.29,34767261.0
2024-07-09 20:30:00,199.4,200.57,199.045,199.34,32756736.0
2024-07-10 20:30:00,199.995,200.11,197.69,199.79,32883753.0
2024-07-11 20:30:00,200.09,200.2699,192.86,195.05,44565041.0
2024-07-12 20:30:00,194.8,196.47,193.8301,194.49,30598525.0
2024-07-15 20:30:00,194.56,196.19,190.83,192.72,40683227.0
2024-07-16 20:30:00,195.59,196.62,192.24,193.02,33994714.0
2024-07-17 20:30:00,191.35,191.58,185.99,187.93,48076139.0
2024-07-18 20:30:00,189.59,189.68,181.448,183.75,51043626.0
2024-07-19 20:30:00,181.14,184.93,180.11,183.13,43081829.0
2024-07-22 20:30:00,185.0,185.06,182.48,182.55,39931923.0
2024-07-23 20:30:00,184.1,189.39,183.56,186.41,47537670.0
2024-07-24 20:30:00,183.2,185.45,180.41,180.83,41532360.0
2024-07-25 20:30:00,182.91,183.8958,176.8,179.85,44464163.0
2024-07-26 20:30:00,180.39,183.19,180.24,182.5,29505964.0
2024-07-29 20:30:00,183.84,184.75,182.38,183.2,33270123.0
2024-07-30 20:30:00,184.72,185.86,179.38,181.71,39508574.0
2024-07-31 20:30:00,185.05,187.94,184.46,186.98,41667326.0
2024-08-01 20:30:00,189.285,190.6,181.87,184.07,70435635.0
2024-08-02 20:30:00,166.75,168.77,160.55,167.9,141448365.0
2024-08-05 20:30:00,154.21,162.96,151.61,161.02,83149437.0
2024-08-06 20:30:00,161.71,165.08,158.5404,161.93,59950830.0
2024-08-07 20:30:00,166.55,167.58,161.43,162.77,48408240.0
2024-08-08 20:30:00,165.165,166.6899,162.55,165.8,44616206.0
2024-08-09 20:30:00,166.4,168.55,165.85,166.94,36401049.0
2024-08-12 20:30:00,168.14,168.55,166.1101,166.8,30072788.0
2024-08-13 20:30:00,167.81,171.04,167.1,170.23,39237915.0
2024-08-14 20:30:00,172.11,172.28,168.86,170.1,28843804.0
2024-08-15 20:30:00,174.86,177.91,173.99,177.59,51698513.0
2024-08-16 20:30:00,177.04,178.34,176.2601,177.06,31489175.0
2024-08-19 20:30:00,177.64,178.3,176.16,178.22,31129807.0
2024-08-20 20:30:00,177.92,179.01,177.4308,178.88,26255204.0
2024-08-21 20:30:00,179.92,182.385,178.8937,180.11,35599120.0
2024-08-22 20:30:00,181.38,181.47,175.68,176.13,32047482.0
2024-08-23 20:30:00,177.34,178.9699,175.24,177.04,29150091.0
2024-08-26 20:30:00,176.7,177.4682,174.3,175.5,22366236.0
2024-08-27 20:30:00,174.15,174.89,172.25,173.12,29841979.0
2024-08-28 20:30:00,173.69,173.69,168.92,170.8,29045025.0
2024-08-29 20:30:00,173.22,174.29,170.81,172.12,26407815.0
2024-08-30 20:30:00,172.78,178.9,172.6,178.5,43429355.0
2024-09-03 20:30:00,177.55,178.26,175.26,176.25,37817511.0
2024-09-04 20:30:00,174.48,175.98,172.54,173.33,30309225.0
2024-09-05 20:30:00,175.0,179.875,174.995,177.89,40170526.0
2024-09-06 20:30:00,177.24,178.38,171.16,171.39,41466537.0
2024-09-09 20:30:00,174.53,175.85,173.51,175.4,29037362.0
2024-09-10 20:30:00,177.49,180.5,176.79,179.55,36233796.0
2024-09-11 20:30:00,180.095,184.99,175.73,184.52,42564698.0
2024-09-12 20:30:00,184.8,187.41,183.54,187.0,33622483.0
2024-09-13 20:30:00,187.0,188.5,185.91,186.49,26495351.0
2024-09-16 20:30:00,185.29,185.81,183.36,184.89,26065485.0
2024-09-17 20:30:00,186.85,189.45,186.14,186.88,26091682.0
2024-09-18 20:30:00,186.45,188.8,185.06,186.43,34448130.0
2024-09-19 20:30:00,190.04,190.99,188.47,189.87,39543168.0
2024-09-20 20:30:00,190.23,191.84,187.41,191.6,100378553.0
2024-09-23 20:30:00,191.64,194.45,190.57,193.88,36993111.0
2024-09-24 20:30:00,194.27,195.37,190.13,193.96,43478926.0
2024-09-25 20:30:00,193.75,193.9498,192.16,192.53,26391144.0
2024-09-26 20:30:00,194.31,194.53,189.54,191.16,36334854.0
2024-09-27 20:30:00,190.68,190.9,187.34,187.97,36002316.0
2024-09-30 20:30:00,187.14,188.49,184.65,186.33,41680400.0
2024-10-01 20:30:00,184.9,186.19,183.4519,185.13,36044906.0
2024-10-02 20:30:00,184.44,186.6,184.04,184.76,23704056.0
2024-10-03 20:30:00,183.045,183.44,180.875,181.96,30204302.0
2024-10-04 20:30:00,185.75,187.6,183.6,186.51,41079011.0
2024-10-07 20:30:00,182.95,183.6,180.25,180.8,42364201.0
2024-10-08 20:30:00,181.915,183.09,180.92,182.72,26372086.0
2024-10-09 20:30:00,182.82,185.845,182.05,185.17,26343117.0
2024-10-10 20:30:00,187.13,188.134,185.83,186.65,27785043.0
2024-10-11 20:30:00,186.63,189.9284,186.3,188.82,25751557.0
2024-10-14 20:30:00,189.78,189.83,187.36,187.54,22614407.0
2024-10-15 20:30:00,187.63,188.41,184.58,187.69,32178925.0
2024-10-16 20:30:00,187.05,187.78,185.61,186.89,23456812.0
2024-10-17 20:30:00,188.22,188.94,186.0,187.53,25039414.0
2024-10-18 20:30:00,187.15,190.74,186.28,188.99,37417670.0
2024-10-21 20:30:00,188.05,189.46,186.4,189.07,24639393.0
2024-10-22 20:30:00,188.35,191.5201,186.975,189.7,29650593.0
2024-10-23 20:30:00,188.85,189.16,183.69,184.71,31937089.0
2024-10-24 20:30:00,185.25,187.11,183.86,186.38,21647395.0
2024-10-25 20:30:00,187.85,190.45,187.53,187.83,29362060.0
2024-10-28 20:30:00,189.565,190.21,188.21,188.39,27930836.0
2024-10-29 20:30:00,188.58,191.4599,187.815,190.83,35690158.0
2024-10-30 20:30:00,194.695,195.61,192.42,192.73,37707550.0
2024-10-31 20:30:00,190.51,190.6,185.23,186.4,75146759.0
2024-11-01 20:30:00,199.0,200.5,197.02,197.93,99687847.0
2024-11-04 21:30:00,196.45,197.33,194.3101,195.78,38492062.0
2024-11-05 21:30:00,196.04,199.82,195.99,199.5,30564784.0
2024-11-06 21:30:00,200.01,207.55,199.14,207.09,72292167.0
2024-11-07 21:30:00,207.44,212.25,207.19,210.05,52878383.0
2024-11-08 21:30:00,209.72,209.9633,207.44,208.18,36075846.0
2024-11-11 21:30:00,208.5,209.65,205.59,206.84,35456012.0
2024-11-12 21:30:00,208.37,209.54,206.01,208.91,38942918.0
2024-11-13 21:30:00,209.4,215.09,209.14,214.1,46212943.0
2024-11-14 21:30:00,214.16,215.9,210.88,211.48,42620309.0
2024-11-15 21:30:00,206.76,207.34,199.61,202.61,86591144.0
2024-11-18 21:30:00,204.15,204.67,200.95,201.7,36512465.0
2024-11-19 21:30:00,199.33,205.3,198.78,204.61,31197867.0
2024-11-20 21:30:00,202.98,203.13,199.45,202.88,32768989.0
2024-11-21 21:30:00,203.49,203.49,195.75,198.38,58800042.0
2024-11-22 21:30:00,198.25,199.2599,196.75,197.12,31530844.0
2024-11-25 21:30:00,199.28,201.9499,199.0,201.45,40685672.0
2024-11-26 21:30:00,201.9,208.0,201.79,207.86,41673737.0
2024-11-27 21:30:00,206.98,207.64,205.05,205.74,28061638.0
2024-11-29 21:30:00,205.83,208.2,204.59,207.89,24892447.0
2024-12-02 21:30:00,209.96,212.99,209.5101,210.71,39523185.0
2024-12-03 21:30:00,210.31,214.02,209.65,213.44,32214828.0
2024-12-04 21:30:00,215.96,220.0,215.75,218.16,48745716.0
2024-12-05 21:30:00,218.03,222.15,217.3,220.55,41140220.0
2024-12-06 21:30:00,220.75,227.15,220.6,227.03,44178069.0
2024-12-09 21:30:00,227.21,230.08,225.67,226.09,46819363.0
2024-12-10 21:30:00,226.09,229.06,224.2002,225.04,31199864.0
2024-12-11 21:30:00,226.41,231.2,226.26,230.26,35385785.0
2024-12-12 21:30:00,229.83,231.09,227.63,228.97,28204084.0
