datetime,open,high,low,close,volume
2025-02-14 21:30:00,726.14,740.91,725.62,736.67,16901249.0
2025-02-18 21:30:00,736.0,737.0,706.44,716.37,21938703.0
2025-02-19 21:30:00,704.095,707.0,695.39,703.77,17535480.0
2025-02-20 21:30:00,697.275,705.63,693.64,694.84,12587408.0
2025-02-21 21:30:00,696.58,703.87,682.36,683.55,15660355.0
2025-02-24 21:30:00,686.28,687.27,662.45,668.13,15676994.0
2025-02-25 21:30:00,665.972,668.0,641.86,657.5,20579662.0
2025-02-26 21:30:00,659.65,683.0078,658.0,673.7,14488705.0
2025-02-27 21:30:00,682.45,688.6469,657.57,658.24,12500013.0
2025-02-28 21:30:00,658.04,669.63,642.6017,668.2,17534168.0
2025-03-03 21:30:00,673.675,681.25,650.8439,655.05,10843763.0
2025-03-04 21:30:00,645.51,649.75,623.65,640.0,21495208.0
2025-03-05 21:30:00,641.0,659.5,637.66,656.47,13770026.0
2025-03-06 21:30:00,648.0,650.5625,624.11,627.93,13446454.0
2025-03-07 21:30:00,625.37,634.79,600.61,625.66,21375671.0
2025-03-10 20:30:00,608.07,610.1059,586.8701,597.99,21999943.0
2025-03-11 20:30:00,595.055,614.934,593.33,605.71,17401469.0
2025-03-12 20:30:00,629.9,633.33,609.35,619.56,15746966.0
2025-03-13 20:30:00,620.245,620.5,586.51,590.64,16480324.0
2025-03-14 20:30:00,602.805,608.86,594.78,607.6,12364505.0
2025-03-17 20:30:00,607.46,613.1,598.0,604.9,15473909.0
2025-03-18 20:30:00,600.05,600.25,574.66,582.36,20297708.0
2025-03-19 20:30:00,584.28,592.3223,574.77,584.06,20537498.0
2025-03-20 20:30:00,582.755,610.2,579.51,586.0,24336505.0
2025-03-21 20:30:00,583.425,597.545,580.95,596.25,25015864.0
2025-03-24 20:30:00,614.97,622.54,612.2001,618.85,15741274.0
2025-03-25 20:30:00,626.76,633.88,621.18,626.31,15312540.0
2025-03-26 20:30:00,624.89,626.7499,606.61,610.98,12661891.0
2025-03-27 20:30:00,602.0,614.25,600.1,602.58,10436524.0
2025-03-28 20:30:00,600.31,601.75,573.92,576.74,17602823.0
2025-03-31 20:30:00,563.5,578.7,553.3,576.36,21124677.0
2025-04-01 20:30:00,570.84,589.91,570.0,586.0,12836574.0
2025-04-02 20:30:00,574.91,592.66,573.36,583.93,13470778.0
2025-04-03 20:30:00,546.22,552.5596,530.3,531.62,34777460.0
2025-04-04 20:30:00,506.62,518.0,494.2,504.73,38589814.0
2025-04-07 20:30:00,485.1,539.37,481.9,516.25,36606136.0
2025-04-08 20:30:00,543.25,547.43,502.86,510.45,28034211.0
2025-04-09 20:30:00,509.265,587.89,502.11,585.77,39216578.0
2025-04-10 20:30:00,575.49,581.3,535.3,546.29,28173491.0
2025-04-11 20:30:00,535.505,547.4,528.5901,543.57,17642327.0
2025-04-14 20:30:00,556.175,557.77,528.28,531.48,14130928.0
2025-04-15 20:30:00,532.105,537.94,517.5,521.52,15558659.0
2025-04-16 20:30:00,508.51,513.37,495.63,502.31,18735075.0
2025-04-17 20:30:00,505.25,507.3,498.0133,501.48,14593508.0
2025-04-21 20:30:00,491.325,493.5,479.8,484.66,16165982.0
2025-04-22 20:30:00,491.87,506.88,486.36,500.28,17399408.0
2025-04-23 20:30:00,528.525,535.3376,516.52,520.27,18173910.0
2025-04-24 20:30:00,518.73,533.9,517.5,533.15,13910011.0
2025-04-25 20:30:00,546.8,549.86,536.25,547.27,17098921.0
2025-04-28 20:30:00,555.64,558.4899,540.59,549.74,15178995.0
2025-04-29 20:30:00,546.0,556.5699,544.12,554.44,11835036.0
2025-04-30 20:30:00,538.4,549.1,529.5,549.0,29243971.0
2025-05-01 20:30:00,592.075,592.95,570.5,572.21,31159033.0
2025-05-02 20:30:00,583.455,604.34,578.33,597.02,24739260.0
2025-05-05 20:30:00,591.22,603.21,588.05,599.27,13887724.0
2025-05-06 20:30:00,592.525,596.03,586.58,587.31,10600650.0
2025-05-07 20:30:00,590.36,603.075,586.67,596.81,13160976.0
2025-05-08 20:30:00,606.285,611.2959,596.62,598.01,14622805.0
2025-05-09 20:30:00,603.72,606.97,591.7062,592.49,10427286.0
2025-05-12 20:30:00,630.92,640.3896,621.03,639.43,21965085.0
2025-05-13 20:30:00,645.545,660.92,642.83,656.03,18570821.0
2025-05-14 20:30:00,661.21,662.67,654.31,659.36,12348179.0
2025-05-15 20:30:00,654.275,657.31,638.58,643.88,14341835.0
2025-05-16 20:30:00,637.955,640.44,626.15,640.34,18518972.0
2025-05-19 20:30:00,628.25,643.0,627.8,640.43,9592374.0
2025-05-20 20:30:00,636.01,639.3536,632.26,637.1,6743473.0
2025-05-21 20:30:00,631.79,646.61,630.17,635.5,11464569.0
2025-05-22 20:30:00,634.05,643.25,630.71,636.57,8228443.0
2025-05-23 20:30:00,624.0,632.445,622.65,627.06,8454067.0
2025-05-27 20:30:00,635.41,643.08,632.75,642.32,9461788.0
